message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,331531])";"30";"turtlesim1.sim";"1727001753.722337226";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,311749])";"30";"turtlesim3.sim";"1727001753.720116449";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,311749])";"30";"turtlesim2.sim";"1727001753.710912868";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,311749])";"30";"turtlesim1.sim";"1727001753.705714673";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,291968])";"30";"turtlesim3.sim";"1727001753.704502845";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,291968])";"30";"turtlesim2.sim";"1727001753.695008204";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,291968])";"30";"turtlesim1.sim";"1727001753.690090930";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,272187])";"30";"turtlesim3.sim";"1727001753.688774182";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,272187])";"30";"turtlesim2.sim";"1727001753.679202011";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,272187])";"30";"turtlesim1.sim";"1727001753.674454774";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,252405])";"30";"turtlesim3.sim";"1727001753.672014708";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,252405])";"30";"turtlesim2.sim";"1727001753.663420300";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,252405])";"30";"turtlesim1.sim";"1727001753.657615619";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,232624])";"30";"turtlesim3.sim";"1727001753.656160948";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,232624])";"30";"turtlesim2.sim";"1727001753.647733877";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,232624])";"30";"turtlesim1.sim";"1727001753.641847600";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,212843])";"30";"turtlesim3.sim";"1727001753.640412726";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,212843])";"30";"turtlesim2.sim";"1727001753.631045812";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,212843])";"30";"turtlesim1.sim";"1727001753.626120564";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,193061])";"30";"turtlesim3.sim";"1727001753.624744269";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,193061])";"30";"turtlesim2.sim";"1727001753.615307098";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,193061])";"30";"turtlesim1.sim";"1727001753.609451621";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,173280])";"30";"turtlesim3.sim";"1727001753.608083723";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,173280])";"30";"turtlesim2.sim";"1727001753.599694657";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,173280])";"30";"turtlesim1.sim";"1727001753.593810279";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,153499])";"30";"turtlesim3.sim";"1727001753.592427633";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,153499])";"30";"turtlesim2.sim";"1727001753.583021175";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,153499])";"30";"turtlesim1.sim";"1727001753.578288016";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,133717])";"30";"turtlesim3.sim";"1727001753.576784173";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,133717])";"30";"turtlesim2.sim";"1727001753.567286224";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,133717])";"30";"turtlesim1.sim";"1727001753.561609587";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,113936])";"30";"turtlesim3.sim";"1727001753.560093985";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,113936])";"30";"turtlesim2.sim";"1727001753.551650277";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,113936])";"30";"turtlesim1.sim";"1727001753.545892294";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,094155])";"30";"turtlesim3.sim";"1727001753.544390524";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,094155])";"30";"turtlesim2.sim";"1727001753.534976239";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,094155])";"30";"turtlesim1.sim";"1727001753.530242195";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,074374])";"30";"turtlesim3.sim";"1727001753.527899684";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,074374])";"30";"turtlesim2.sim";"1727001753.519235629";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,074374])";"30";"turtlesim1.sim";"1727001753.513606345";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,054592])";"30";"turtlesim3.sim";"1727001753.512208676";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,054592])";"30";"turtlesim2.sim";"1727001753.503528185";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,054592])";"30";"turtlesim1.sim";"1727001753.498026619";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,034811])";"30";"turtlesim3.sim";"1727001753.496577720";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,034811])";"30";"turtlesim2.sim";"1727001753.486838420";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,034811])";"30";"turtlesim1.sim";"1727001753.481469944";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,015030])";"30";"turtlesim3.sim";"1727001753.479956932";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,015030])";"30";"turtlesim2.sim";"1727001753.471118252";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=3,015030])";"30";"turtlesim1.sim";"1727001753.465876829";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,995248])";"30";"turtlesim3.sim";"1727001753.464244791";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,995248])";"30";"turtlesim2.sim";"1727001753.455486501";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,995248])";"30";"turtlesim1.sim";"1727001753.450307694";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,975467])";"30";"turtlesim3.sim";"1727001753.448521166";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,975467])";"30";"turtlesim2.sim";"1727001753.438827684";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,975467])";"30";"turtlesim1.sim";"1727001753.433742418";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,955686])";"30";"turtlesim3.sim";"1727001753.431935731";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,955686])";"30";"turtlesim2.sim";"1727001753.423192232";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,955686])";"30";"turtlesim1.sim";"1727001753.418146655";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,935904])";"30";"turtlesim3.sim";"1727001753.416182250";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,935904])";"30";"turtlesim2.sim";"1727001753.407534800";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,935904])";"30";"turtlesim1.sim";"1727001753.402295473";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,916123])";"30";"turtlesim3.sim";"1727001753.400458209";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,916123])";"30";"turtlesim2.sim";"1727001753.390894623";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,916123])";"30";"turtlesim1.sim";"1727001753.385682151";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,896342])";"30";"turtlesim3.sim";"1727001753.384703514";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,896342])";"30";"turtlesim2.sim";"1727001753.375348375";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,896342])";"30";"turtlesim1.sim";"1727001753.370110743";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,876560])";"30";"turtlesim3.sim";"1727001753.368018510";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,876560])";"30";"turtlesim2.sim";"1727001753.359708585";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,876560])";"30";"turtlesim1.sim";"1727001753.354438299";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,856779])";"30";"turtlesim3.sim";"1727001753.352156827";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,856779])";"30";"turtlesim2.sim";"1727001753.342938353";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,856779])";"30";"turtlesim1.sim";"1727001753.337806956";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,836998])";"30";"turtlesim3.sim";"1727001753.336446321";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,836998])";"30";"turtlesim2.sim";"1727001753.327244625";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,836998])";"30";"turtlesim1.sim";"1727001753.322230890";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,817216])";"30";"turtlesim3.sim";"1727001753.320658538";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,817216])";"30";"turtlesim2.sim";"1727001753.311598779";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,817216])";"30";"turtlesim1.sim";"1727001753.305658267";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,797435])";"30";"turtlesim3.sim";"1727001753.303925215";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,797435])";"30";"turtlesim2.sim";"1727001753.294866122";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,797435])";"30";"turtlesim1.sim";"1727001753.289959234";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,777654])";"30";"turtlesim3.sim";"1727001753.288127117";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,777654])";"30";"turtlesim2.sim";"1727001753.279072690";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,777654])";"30";"turtlesim1.sim";"1727001753.274359570";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,757873])";"30";"turtlesim3.sim";"1727001753.272399013";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,757873])";"30";"turtlesim2.sim";"1727001753.263549303";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,757873])";"30";"turtlesim1.sim";"1727001753.257783186";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,738091])";"30";"turtlesim3.sim";"1727001753.256634581";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,738091])";"30";"turtlesim2.sim";"1727001753.246934670";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,738091])";"30";"turtlesim1.sim";"1727001753.242190009";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,718310])";"30";"turtlesim3.sim";"1727001753.240016011";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,718310])";"30";"turtlesim2.sim";"1727001753.231241091";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,718310])";"30";"turtlesim1.sim";"1727001753.225627019";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,698529])";"30";"turtlesim3.sim";"1727001753.224316664";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,698529])";"30";"turtlesim2.sim";"1727001753.215637656";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,698529])";"30";"turtlesim1.sim";"1727001753.210066307";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,678747])";"30";"turtlesim3.sim";"1727001753.208551488";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,678747])";"30";"turtlesim2.sim";"1727001753.199002551";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,678747])";"30";"turtlesim1.sim";"1727001753.193460743";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,658966])";"30";"turtlesim3.sim";"1727001753.192007882";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,658966])";"30";"turtlesim2.sim";"1727001753.183423359";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,658966])";"30";"turtlesim1.sim";"1727001753.177796047";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,639185])";"30";"turtlesim3.sim";"1727001753.176360833";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,639185])";"30";"turtlesim2.sim";"1727001753.166852287";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,639185])";"30";"turtlesim1.sim";"1727001753.162244139";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,619403])";"30";"turtlesim3.sim";"1727001753.160650823";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,619403])";"30";"turtlesim2.sim";"1727001753.151247696";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,619403])";"30";"turtlesim1.sim";"1727001753.145611557";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,599622])";"30";"turtlesim3.sim";"1727001753.144057235";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,599622])";"30";"turtlesim2.sim";"1727001753.135627386";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,599622])";"30";"turtlesim1.sim";"1727001753.130046218";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,579841])";"30";"turtlesim3.sim";"1727001753.128451460";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,579841])";"30";"turtlesim2.sim";"1727001753.118974898";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,579841])";"30";"turtlesim1.sim";"1727001753.114434004";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,560059])";"30";"turtlesim3.sim";"1727001753.112805218";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,560059])";"30";"turtlesim2.sim";"1727001753.103216660";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,560059])";"30";"turtlesim1.sim";"1727001753.097778644";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,540278])";"30";"turtlesim3.sim";"1727001753.096214742";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,540278])";"30";"turtlesim2.sim";"1727001753.087581245";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,540278])";"30";"turtlesim1.sim";"1727001753.082106438";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,520497])";"30";"turtlesim3.sim";"1727001753.080482827";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,520497])";"30";"turtlesim2.sim";"1727001753.070943743";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,520497])";"30";"turtlesim1.sim";"1727001753.065475271";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,500715])";"30";"turtlesim3.sim";"1727001753.063957190";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,500715])";"30";"turtlesim2.sim";"1727001753.055107008";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,500715])";"30";"turtlesim1.sim";"1727001753.049794616";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,480934])";"30";"turtlesim3.sim";"1727001753.048299254";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,480934])";"30";"turtlesim2.sim";"1727001753.039371238";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,480934])";"30";"turtlesim1.sim";"1727001753.034294739";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,025154, y=2,461153])";"30";"turtlesim3.sim";"1727001753.032543164";"/home/shaman/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
